"Clave";"Fecha";"Pais";"Forma";"Texto";"Valido";"Reflexivo";"Complemento_de";"Aspecto_verbal";"Sujeto";"Perifrasis"
"GRAN_H22_026";"1/1/08";"España";"reír";"… / engrandando engrandando y te hartas de reír // y tienes suerte // yo estoy aprendiendo …";"si";"no";"no";"infinitivo";"animado";"reflexiva"
"GRAN_H22_026";"1/1/08";"España";"reír";"… de mis clases de inglés // y nos hartamos de reír // porque en mis clases de inglés …";"si";"no";"no";"infinitivo";"animado";"reflexiva"
"GRAN_H22_026";"1/1/08";"España";"reír";"… <risas = ""E""/> y<alargamiento/> te hartas de reír cuando lo vas contando / y ya está / <cita> …";"si";"no";"no";"infinitivo";"animado";"reflexiva"
"GRAN_M31_053";"21/5/09";"España";"reír";"… hace mucho // esa me encanta // te hartas de reír<alargamiento/> // son buenos actores / no / …";"si";"no";"no";"infinitivo";"animado";"reflexiva"
"MALA_H13_065";"1/1/94";"España";"reír";"… / es que tienen cada cosa / ¡te tienes que reír! / <risas = ""A1""/> y pon / y pone <cita> …";"si";"si";"no";"infinitivo";"animado";"no_reflexiva"
"MALA_H13_065";"1/1/94";"España";"reír";"… dominó <risas = ""E""/> / las niñas hartas de reír jugando al Trivial // ¡y a pescar! / por la …";"si";"no";"no";"infinitivo";"animado";
"MALA_H13_065";"1/1/94";"España";"reír";"… / yo tengo / yo tenía / y <sic> se acaban de reír esta gente </sic> porque yo tenía un …";"si";"si";"no";"infinitivo";"animado";"no_reflexiva"
"MALA_M33_713";"1/1/99";"España";"reír";"… para abajo / y el fin de pasear era / ¡reírnos! / hablar de nuestras cosas / y ver a los …";"si";"si";"no";"infinitivo";"animado";
"SEVI_H21_006";"16/12/14";"España";"reír";"… toque una familia de esas arriba se harta de reír / porque se tiene que ir del<alargamiento/> …";"si";"no";"no";"infinitivo";"animado";"reflexiva"
"SEVI_H21_006";"16/12/14";"España";"reír";"… “todos”/> / y empecé <cita> ajajá </cita> a reírme ¡ay! / ahora dice <cita> ¿de qué te ríes …";"si";"si";"no";"infinitivo";"animado";"no_reflexiva"
"SEVI_H21_006";"16/12/14";"España";"reír";"… puta? </cita> digo <cita> ¿de qué me voy a reír Antonio? </cita> / digo <cita> desde luego …";"si";"si";"no";"infinitivo";"animado";"no_reflexiva"
"SEVI_H22_032";"27/6/18";"España";"reír";"… verano / si tienes un espíritu que te sueles reír y no <vacilación/> / influye todo E: uhum / …";"si";"si";"no";"infinitivo";"animado";"no_reflexiva"
"SEVI_M32_046";"21/4/17";"España";"reír";"… <risas = “E”/> / ya que mi marido se echó a reír <vacilación/> / claro / ya que mi marido se …";"si";"ambigua";"no";"infinitivo";"animado";"posiblemente_reflexiva"
"SEVI_M32_046";"21/4/17";"España";"reír";" ya que mi marido se echó a reír de cuando dije que me robaron una vez / me …";"si";"ambigua";"no";"infinitivo";"animado";"posiblemente_reflexiva"
"ALCA_H11_037";"23/3/11";"España";"reír";"¿por qué especialmente N y no<alargamiento/>? I: no no / no recuerdo así por qué / empezamos a hacer tonterías como dice el otro de verdad tonterías y punto no<alargamiento/> // no fue<alargamiento/> <simultáneo> nada de otro mundo </simultáneo> E: <simultáneo> a reír juntos y a<alargamiento/> </simultáneo> I: …";"si";"si";"no";"infinitivo";"animado";
"ALCA_H11_037";"23/3/11";"España";"reír";"… juntos y a<alargamiento/> a reírte a<alargamiento/> salir a tomar una cervecita";"si";"si";"no";"infinitivo";"animado";
"MADR_H22_026";"16/3/11";"España";"reír";"… pero no / no p <palabra_cortada/> no puedo freír un huevo no puedo o sea mm / lo hago todo …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"reír";"… un litro o lo que sea / y lo ponen no a freír / a calentar // y ahí le echan / pues eeh …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"reír";"… cinco ajos / partidos // y no se tienen que freír los ajos // nada más que cuando …";"no";;;;;
"MADR_M13_018";"20/4/08";"España";"reír";"… ya está casi terminado<alargamiento/> de freír / le echo<alargamiento/> tomate / tomate …";"no";;;;;
"SCOM_H13_012";"23/12/10";"España";"reír";"… <transcripción_dudosa> es como para reírse </transcripción_dudosa> <risas = ""E""/> …";"si";"si";"no";"infinitivo";"impersonal";
"SCOM_H31_042";"13/7/10";"España";"reír";"… </entre_risas> <risas = ""todos""/> / por reírse de mí <silencio/> bueno // ¿qué otras …";"si";"si";"si";"infinitivo";"animado";
"SCOM_M13_008";"7/7/09";"España";"reír";"… es decir no soy la típica de / <cita> no sé freír un huevo </cita> / sí // <risas = ""E""/> …";"no";;;;;
"SCOM_M23_004";"14/4/10";"España";"reír";"… // pues no <silencio/> no / de reírnos mucho a veces por detalles así que en ese …";"si";"si";"por";"infinitivo";"animado";
"SCOM_M23_004";"14/4/10";"España";"reír";"… // no no / pero si se tiene que apañar y freír algo lo fríe / pero va <entre_risas> a la …";"no";;;;;
"SANT_H13_002";"13/4/15";"España";"reír";"… simplemente nos empezamos a reír pues nos decía <cita> pues no es que pues …";"si";"si";"no";"infinitivo";"animado";"no_reflexiva"
"SANT_H21_045";"13/11/18";"España";"reír";"E: cuéntame I: me han pasado muchas / pero bueno / esa igual es un poco ética de reírse de las demás <risas = ""E""/> E: alguna …";"si";"si";"si";"infinitivo";"animado";
"SANT_H33_014";"17/4/15";"España";"reír";"™";"no";;;;;
"SANT_H33_014";"17/4/15";"España";"reír";"… a los chipirones // para que después al freírles se junten / E: ah / se peguen / I: se …";"no";;;;;
"SANT_M23_010";"27/9/16";"España";"reír";"… no lo sé / si vas a un entierro no te puedes reír / <simultáneo> ¿no? y si </simultáneo> E: …";"si";"si";"no";"infinitivo";"animado";"no_reflexiva"
"VALE_H11_065";"1/3/05";"España";"reír";"… sofre <palabra_cortada/> sofreírla / luego la echaría a la paella <sic> luego …";"no";;;;;
"VALE_H32_046";"1/6/02";"España";"reír";"… // una cosa rara <risas= ""E""/> que usté va a reírse y<alargamiento/> pensarlo / pero no es así …";"si";"si";"no";"infinitivo";"animado";"no_reflexiva"
"VALE_M31_051";"1/6/01";"España";"reír";"… = ""expresión en valenciano, sofregir, 'sofreír, sofrito'""/> / sofre <palabra_cortada/> todo …";"no";;;;;
"VALE_M31_051";"1/6/01";"España";"reír";"… / los maridos se ponen a reír / porque dicen / ya están el tema de los …";"si";"no";"no";"infinitivo";"animado";"reflexiva"
"GRAN_H12_019";"1/2/08";"España";"riendo";"… / esas oposiciones E: claro y te vas abriendo por ahí<alargamiento/> / camino I: <ruido = …";"no";;;;;
"GRAN_H12_019";"1/2/08";"España";"riendo";"… u<alargamiento/>na / ruta larga // o corriendo // eran esfuerzos así<alargamiento/> // un …";"no";;;;;
"GRAN_H13_001";"23/5/06";"España";"riendo";"… de las tardes las pasaba en el colegio corriendo / y calentando y / entrenando <silencio/> y …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… la veías // <risas = ""E""/> todos corriendo por el pasillo para adelante // <risas = …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… <risas = ""E""/> y al final pues te acababas riendo // pero bueno mi madre<alargamiento/> // no …";"si";"si";"no";"gerundio";"animado";"no_reflexiva"
"GRAN_H22_026";"1/1/08";"España";"riendo";"… el día que nos rompió <silencio/> íbamos corriendo / ya no sé lo que habíamos hecho cualquier …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… mi madre claro <silencio/> mi madre corriendo detrás nuestra yo me acuerdo que un día iba …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… la escoba // y yo corriendo eso que te da con la con la escoba / y que …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… / el otro día me me tuve que ir a Jaén corriendo // a Málaga a las doce me tuve que ir // …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… ese día // fuera / luego ya tuve que ir corriendo a Jaén <risas = ""I""/> // estamos con mucha …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… <vacilación/> y mira que que lo hicimos corriendo / <risas = ""E""/> la ciudad / porque los …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… = exclamación""/> ¡hala! // venga / corriendo vamos para allá / que vamos para Roma // …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… / allí metidos en el autobús // venga corriendo corriendo // <onomatopéyico> vuu …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… // nos dejaron en el barco / al autobús / corriendo <silencio/> nos llevaron al Vaticano // en …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… si está todo en la misma calle // allí tú corriendo para un lado para otro // y mi mujer que …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… I: pero lo vimos muy rápido fue / todo corriendo corriendo // también el Vaticano …";"no";;;;;
"GRAN_H22_026";"1/1/08";"España";"riendo";"… Túnez me gustó poco // allí también fue corriendo y me gustó poco <silencio/> luego de …";"no";;;;;
"GRAN_H31_050";"6/4/09";"España";"riendo";"… y el que la cogía // después salían todos corriendo pa<alargamiento/>ra tirársela a la otra / en …";"no";;;;;
"GRAN_H31_050";"6/4/09";"España";"riendo";"… toda Andalucía / hemos estado / viendo / corriendo capitales // hemos alquilado un // dos // …";"no";;;;;
"GRAN_M11_040";"15/8/09";"España";"riendo";"… que luego a la gente de la calle se vaya riendo de alguien o se vaya abucheando E: claro …";"si";"si";"si";"gerundio";"animado";"no_reflexiva"
"GRAN_M11_040";"15/8/09";"España";"riendo";"… ya sí // y ahí / pero no dábamos abasto / corriendo para todas las cosas y todo / y luego las …";"no";;;;;
"GRAN_M12_023";"23/5/08";"España";"riendo";"… / pasan por la calle / la gente / pues / corriendo // y nosotros pues estamos en<alargamiento/> …";"no";;;;;
"GRAN_M21_046";"12/2/09";"España";"riendo";"… / no soy tampoco de las que te van recorriendo<alargamiento/> ni es que se …";"no";;;;;
"GRAN_M23_010";"1/7/05";"España";"riendo";"… dice / <cita> yo estoy aburrida me estoy aburriendo ya de esto // me voy a ir o<alargamiento/> …";"no";;;;;
"GRAN_M32_034";"16/2/08";"España";"riendo";"… / de todo esto que está ocurriendo ahora con el botellón? I: <tiempo: …";"no";;;;;
"GRAN_M33_016";"1/9/06";"España";"riendo";"… cuando<alargamiento/> vas adquiriendo cierta edad <interrupción_de_grabación/> …";"no";;;;;
"MALA_H11_114";"1/1/99";"España";"riendo";"… // y<alargamiento/> luego pues / vas recorriendo / cada día tienes una ruta una zona vas …";"no";;;;;
"MALA_H11_114";"1/1/99";"España";"riendo";"… al mes pues eso cobras ¿no? / según vas cubriendo objetivos de venta <sic> po<alargamiento/>s …";"no";;;;;
"MALA_H11_114";"1/1/99";"España";"riendo";"… ¿no? <risas = “E”/> sí / los esperé queriendo E: <tiempo = ""32:00""/> ¿con esa misma gente …";"no";;;;;
"MALA_H12_712";"1/1/99";"España";"riendo";"… somos capaces de pegar un tirón y salir corriendo <risas = ""E,I""/> / con tal de no salir …";"no";;;;;
"MALA_H12_712";"1/1/99";"España";"riendo";"… / a él le dieron el mensaje y salió corriendo <risas = ""E,A1""/> / entonces cuando le …";"no";;;;;
"MALA_H13_065";"1/1/94";"España";"riendo";"… y las encuentran / gente que se está muriendo / gente que que<alargamiento/> / y siempre …";"no";;;;;
"MALA_H21_734";"1/1/01";"España";"riendo";"… / que eso era / había / uno salía corriendo de otro y tenía que pillarlo y para salvarse …";"no";;;;;
"MALA_H32_727";"1/1/99";"España";"riendo";"… ¡venga! </cita> A1: ¡hala! I: <énfasis> corriendo </énfasis> para Málaga / <simultáneo> ¡digo! …";"no";;;;;
"MALA_H32_727";"1/1/99";"España";"riendo";"… dentro / y salí otra vez para fuera / corriendo para la playa / que fue lo peor que hice / …";"no";;;;;
"MALA_H32_727";"1/1/99";"España";"riendo";"… corriendo para la playa / ¡mira! y<alargamiento/> …";"no";;;;;
"MALA_H32_727";"1/1/99";"España";"riendo";"… de merendar / Irene / y salíamos corriendo / salía yo corriendo para mi casa / ¡y una …";"no";;;;;
"MALA_H33_714";"1/1/99";"España";"riendo";"… / <vacilación/> seguir abriendo la mano </cita> // entonces ¡ya te digo! / …";"no";;;;;
"MALA_M12_710";"1/1/99";"España";"riendo";"… lo suficiente lejos como para cuando vas corriendo <risas = ""I""/> E: y ¿cuál era tu asignatura …";"no";;;;;
"MALA_M13_701";"1/1/99";"España";"riendo";"… E: uhum I: ¡bueno! / pero <simultáneo> corriendo a ver el Capitolio </simultáneo> E: …";"no";;;;;
"MALA_M13_701";"1/1/99";"España";"riendo";"… el tiempo / ¡nosotros no! / todo ahí corriendo / <vacilación/> en los chiringuitos esos …";"no";;;;;
"MALA_M13_701";"1/1/99";"España";"riendo";"… ahí con la Coca Cola / <cita> ¡venga! / ¡corriendo! / ¡no sé qué! </cita> E: ¡ah! I: uhum E: …";"no";;;;;
"MALA_M22_704";"1/1/99";"España";"riendo";"… en en <vacilación/> / iro jugando corriendo / de excursión al monte / y<alargamiento/> …";"no";;;;;
"MALA_M22_704";"1/1/99";"España";"riendo";"… monte </énfasis> / hasta que al final ya / abriendo portones / ¡a todo esto con portones …";"no";;;;;
"MALA_M33_713";"1/1/99";"España";"riendo";"… nada! / sentados en el suelo / hablando riendo / <vacilación/> nos fumábamos un cigarrito / …";"si";"si";"no";"gerundio";"animado";
"MALA_M33_713";"1/1/99";"España";"riendo";"… ¡organizar! / ¡porque ninguno estamos descubriendo la pólvora! / <énfasis> pero </énfasis> / …";"no";;;;;
"SEVI_H11_002";"3/2/17";"España";"riendo";"… la guerra son los primeros que salen corriendo E: por su<palabra_cortada/> sí es verdad / …";"no";;;;;
"SEVI_H21_006";"16/12/14";"España";"riendo";"… mi compañero Antonio / que me estuve riendo una semana <risas = “I”/> / cada vez que lo …";"si";"si";"no";"gerundio";"animado";"no_reflexiva"
"SEVI_H21_006";"16/12/14";"España";"riendo";"… E: verdad I: ¿eh? / si te lo mandaran queriendo / no lo hacías / o decías que tú no perdías …";"no";;;;;
"SEVI_H21_006";"16/12/14";"España";"riendo";"… que él veía que la M se estaba muriendo / que se <vacilación/> o para él se pensaba …";"no";;;;;
"SEVI_H22_032";"27/6/18";"España";"riendo";"… que una criatura que<alargamiento/> esté sufriendo / y no tenga solución / y la <vacilación/> y …";"no";;;;;
"SEVI_H31_009";"12/6/14";"España";"riendo";"… tu banco / claro / si la mitad va requiriendo y quiere ser <vacilación/> pero vamos / eso …";"no";;;;;
"SEVI_H31_009";"12/6/14";"España";"riendo";"… de lo que estamos hablando / que está ocurriendo unos cambios muy raros / y<alargamiento/> y …";"no";;;;;
"SEVI_H31_009";"12/6/14";"España";"riendo";"… pierde / se separan las familias / se van abriendo / se van abriendo pero cuando hay necesidad …";"no";;;;;
"SEVI_H31_009";"12/6/14";"España";"riendo";"… vivir más que ya está<alargamiento/> está sufriendo la familia que él no tiene solución / y …";"no";;;;;
"SEVI_H31_009";"12/6/14";"España";"riendo";"… / quiero decir que tengo a una persona sufriendo / y sufriendo toda la familia pues lo veo …";"no";;;;;
"SEVI_H32_036";"24/1/18";"España";"riendo";"… de la persona / aunque se esté nutriendo de la sangre de la persona / eso de nosotras …";"no";;;;;
"SEVI_M11_014";"22/9/14";"España";"riendo";"… los grifos / que no enjuague con el grifo corriendo y esas cosas pero / cuesta cuesta E: uhum …";"no";;;;;
"SEVI_M11_014";"22/9/14";"España";"riendo";"… / a las siete de la mañana E: uhum I: abriendo la puerta / se había quedado dormido en el …";"no";;;;;
"SEVI_M11_014";"22/9/14";"España";"riendo";"… muy cercana a mí que yo veo que está sufriendo y que no <vacilación/> / que no puede vivir …";"no";;;;;
"SEVI_M12_040";"5/7/17";"España";"riendo";"… no me parece justo una persona que está sufriendo / que esté por máquinas / a <vacilación/> a …";"no";;;;;
"SEVI_M21_018";"2015-15-05";"España";"riendo";"… mis </simultáneo> compañeras de este año barriendo <ruido = “chasquido_boca”/> <cita> M C …";"no";;;;;
"SEVI_M21_018";"2015-15-05";"España";"riendo";"… salimos para <vacilación/> / estuvimos recorriendo <vacilación/> recogiendo a muchísimos …";"no";;;;;
"SEVI_M21_018";"2015-15-05";"España";"riendo";"… / y yo no me lo podía creer / digo yo barriendo <risas = “E”/> / tranquilamente / y ya de …";"no";;;;;
"SEVI_M21_018";"2015-15-05";"España";"riendo";"… segura </simultáneo> de que vamos / yo barriendo y encontrarme un personaje así / no me lo …";"no";;;;;
"SEVI_M22_042";"17/3/17";"España";"riendo";"… cosas de la casa y<alargamiento/> a veces corriendo / porque no<alargamiento/> no tengo tiempo …";"no";;;;;
"SEVI_M22_042";"17/3/17";"España";"riendo";"… allí anda todo el mundo y todo el mundo corriendo / pero es una ciudad muy cosmopolita / es …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"riendo";"… tuvimos que comprarnos una de prisa y corriendo porque de hecho uno de los techos / se nos …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"riendo";"… tuvimos que comprar un piso de prisa y corriendo / como pudimos / que <vacilación/> como …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"riendo";"… un empujón / le quitó el monedero y salió corriendo en la moto y<alargamiento/> / y se acabó / y …";"no";;;;;
"SEVI_M31_021";"1/12/13";"España";"riendo";"… la vuelta del altar / sácame de aquí corriendo </cita> / <risas = “E”/> y cuando me di …";"no";;;;;
"SEVI_M32_046";"21/4/17";"España";"riendo";"… I: dices tres veces que no / pero estás queriendo decir que sí E: ah vale I: <tiempo = …";"no";;;;;
"SEVI_M33_071";"3/8/14";"España";"riendo";"… se mosquean ¿no? / parece que te estás riendo de ellos / y<alargamiento/> se ve gente muy …";"si";"si";"si";"gerundio";"animado";"no_reflexiva"
"ALCA_H11_037";"23/3/11";"España";"riendo";"… de hacerlo / de estar entonces corriendo allí los <extranjero> cross </extranjero> / …";"no";;;;;
"ALCA_H11_037";"23/3/11";"España";"riendo";"… // eso / entonces siempre estás corriendo y siempre estás a la carrera y …";"no";;;;;
"ALCA_H13_001";"15/3/11";"España";"riendo";"… tarde<alargamiento/> y nada fue deprisa y corriendo y entonces bueno / tampoco recuerdo …";"no";;;;;
"ALCA_H21_043";"10/8/11";"España";"riendo";"… / van siendo de otra forma los van recubriendo de otra manera<alargamiento/> <ruido = …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"riendo";"… poquito antes al médico / para después ir corriendo a ver si me da tiempo a que me lo cojan / en …";"no";;;;;
"ALCA_H23_007";"16/3/11";"España";"riendo";"… Avecrem / con el aceite y tal / se va sofriendo / y echas / lo<alargamiento/>s <vacilación/> …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"riendo";"… luego se <vacilación/> se han ido corriendo / cambiando de sitio porque cada vez son más …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"riendo";"… dos que van en moto están continuamente recorriendo los barrios y<alargamiento/> / te da un …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"riendo";"… cuenta de que efectivamente eso está ocurriendo ahora y es por el calentamiento …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"riendo";"… de no sé qué / el perseguirles / salir corriendo / venir con retraso por decir es que me ha …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"riendo";"… un hongo de ese tipo y se van eeh mmm corriendo de unas a otras y van enfermando / pues …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"riendo";"… nada y<alargamiento/> pff / más bien voy corriendo <risas = ""I""> no me gusta no sé E: ¿tienes …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"riendo";"… E: ¿sí? I: yo es que como siempre voy corriendo <risas = ""todos""> E: ¿sí? I: sí E: ¿tú …";"no";;;;;
"ALCA_M13_005";"23/3/11";"España";"riendo";"… vienen de maniobra / cuando / no pasan corriendo<alargamiento/> todos / los militares / …";"no";;;;;
"ALCA_M13_005";"23/3/11";"España";"riendo";"… I: <simultáneo> no </simultáneo> E: está sufriendo mucho I: yo no / E: tú no lo harías / I: …";"no";;;;;
"ALCA_M22_028";"10/5/11";"España";"riendo";"… / I: es cuando están descubriendo<alargamiento/> muchas cosas bueno estás …";"no";;;;;
"ALCA_M22_028";"10/5/11";"España";"riendo";"… / en cuanto pillemos las vacaciones salir corriendo E: ¿y dónde vais? I: el mes de agosto E: …";"no";;;;;
"ALCA_M23_010";"23/7/11";"España";"riendo";"… es muy pequeñita / vas andando por todo recorriendo la ciudad por todos los sitios / la plaza …";"no";;;;;
"ALCA_M32_035";"3/5/11";"España";"riendo";"… / muy bonita la plaza / que salías corriendo por la mañana / y estaba tan bonita la plaza …";"no";;;;;
"MADR_H13_013";"27/2/08";"España";"riendo";"… I: <tiempo = ""4:01""/> no / que vamos corriendo a todos los sitios es<alargamiento/> una …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"riendo";"… / a punto de dar a luz y nos fuimos corriendo a<alargamiento/> // nos emocionamos mucho sí …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"riendo";"… = ""E""/> <entre_risas> ¡si está mi mujer pariendo! </entre_risas> </cita> <risas = ""todos""/> …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"riendo";"… cayó / y las vacas / no es que salieran corriendo / es que salieron despedidas de costado y …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"riendo";"… </cita> / y vi a un tío que salía corriendo / y yo salí corriendo detrás de él / y le …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"riendo";"… del susto / y luego a quien tuve que ir corriendo a atender fue a mi amigo / porque mi amigo …";"no";;;;;
"MADR_M12_010";"12/12/13";"España";"riendo";"… Santarém / y<alargamiento/> estoy ahora recorriendo<alargamiento/> España // todavía …";"no";;;;;
"MADR_M12_010";"12/12/13";"España";"riendo";"… // sobre todo porque este año he estado sufriendo con el estómago por el estrés E: ¿ah sí? …";"no";;;;;
"MADR_M21_024";"15/12/08";"España";"riendo";"… que está casado y<alargamiento/> está / queriendo tener familia y no<alargamiento/> / …";"no";;;;;
"MADR_M23_034";"24/6/08";"España";"riendo";"… dejas en una bandeja<alargamiento/> / escurriendo // E: hm I: luego las pasas al huevo // y …";"no";;;;;
"MADR_M23_034";"24/6/08";"España";"riendo";"… vendiendo E: ¡ah! ¿sí? I: que se están muriendo la<alargamiento/>s / las inquilinos E: …";"no";;;;;
"MADR_M31_040";"17/2/09";"España";"riendo";"… esas cosas </simultáneo> I: me ves riendo son <palabra_cortada/> <simultáneo> siempre …";"si";"no";"no";"gerundio";"animado";"semicausativa"
"MADR_M31_040";"17/2/09";"España";"riendo";"… sonriendo </simultáneo> E: <simultáneo> ¡sí! te veo …";"no";;;;;
"MADR_M31_040";"17/2/09";"España";"riendo";"… / y haci <palabra_cortada/> / y salíamos corriendo / a<alargamiento/> a pisar en la nieve que …";"no";;;;;
"MADR_M32_047";"10/8/11";"España";"riendo";"… </entre_risas> el señor que está barriendo la calle / o sea n <palabra_cortada/> y el …";"no";;;;;
"MADR_M32_047";"10/8/11";"España";"riendo";"… que está barriendo la calle tiene el mismo derecho que le …";"no";;;;;
"MADR_M32_047";"10/8/11";"España";"riendo";"… es que es así / llevan pavimentando calles abriendo y cerrando zanjas / <simultáneo> pues yo no …";"no";;;;;
"MADR_M33_054";"23/9/08";"España";"riendo";"… me voy y veo a la niña un momento y salgo corriendo / o si me quedo a cenar / pues tch eeh / o …";"no";;;;;
"MADR_M33_054";"23/9/08";"España";"riendo";"… / y el otro que ya andaba pues se iba corriendo que se escapaba<alargamiento/> // E: detrás …";"no";;;;;
"MADR_M33_054";"23/9/08";"España";"riendo";"… la bolsa de la diálisis y había que salir corriendo a<alargamiento/> La Paz / …";"no";;;;;
"MADR_M33_054";"23/9/08";"España";"riendo";"… metida </simultáneo> en casa // saliendo corriendo de noche / yo no podía no podía imposible // …";"no";;;;;
"MADR_M33_054";"23/9/08";"España";"riendo";"… y algunas veces se nos escapaba y corriendo detrás de el pavo ¡uh! </entre_risas> <risas …";"no";;;;;
"MADR_M33_054";"23/9/08";"España";"riendo";"… como siempre ando enterándome buscando inquiriendo a ver dónde<alargamiento/> hh meter a mi …";"no";;;;;
"SCOM_H11_052";"25/1/15";"España";"riendo";"… unos / cuantos coches de lujo / E: ir corriendo además <simultáneo> por </simultáneo> I: …";"no";;;;;
"SCOM_H11_052";"25/1/15";"España";"riendo";"… <alargamiento/> </simultáneo> una sí / ir corriendo con el coche <alargamiento/> <vacilación/> …";"no";;;;;
"SCOM_H13_012";"23/12/10";"España";"riendo";"… con tiempo / <entre_risas> llegaba corriendo </entre_risas> <simultáneo> justo para …";"no";;;;;
"SCOM_H13_012";"23/12/10";"España";"riendo";"… se está hablando / sabes por qué te estás riendo cuando todo el mundo está borracho ya / …";"si";"si";"no";"gerundio";"animado";"no_reflexiva"
"SCOM_H22_024";"2/5/11";"España";"riendo";"… I: y nada E: <simultáneo> y corriendo </simultáneo> I: <tiempo = ""36:40""/> …";"no";;;;;
"SCOM_H22_024";"2/5/11";"España";"riendo";"… ""golpe""/> sí entonces / tenías que andar corriendo a veces <entre_risas> te venían tal …";"no";;;;;
"SCOM_H22_024";"2/5/11";"España";"riendo";"… se ponía el pañuelo lo cogía / tú ibas corriendo bueno / t +[palabra cortada] jugabas …";"no";;;;;
"SCOM_H22_024";"2/5/11";"España";"riendo";"… desde <alargamiento/> pequeñitos y fueron abriendo ¿sabes? / o sea no / no dijeron <cita> bueno …";"no";;;;;
"SCOM_H22_024";"2/5/11";"España";"riendo";"… subíamos las escaleras del patio / corriendo / ¿hm? / se te ponía un vigilante / en el …";"no";;;;;
"SCOM_H22_024";"2/5/11";"España";"riendo";"… / y subían en dos filas / corriendo para arriba para clase / en el recreo / nos …";"no";;;;;
"SCOM_H23_017";"5/7/10";"España";"riendo";"… soy el único que queda / bueno / se fueron muriendo obviamente los abuelos / tíos ¿no? // eeh …";"no";;;;;
"SCOM_H31_042";"13/7/10";"España";"riendo";"… <palabra_cortada/> sí // pero ahora fue muriendo la gente // eh aquello todo de Brión / y …";"no";;;;;
"SCOM_M11_040";"20/4/10";"España";"riendo";"… descansas ¿sabes? / y más eso / salir corriendo de un lado para tener que ir a buscarlos a …";"no";;;;;
"SCOM_M11_040";"20/4/10";"España";"riendo";"… // y acaba los deberes / y <énfasis> corriendo </énfasis> para el trabajo / o sea los dejo …";"no";;;;;
"SCOM_M13_008";"7/7/09";"España";"riendo";"… yo cuando pasa la etapa pasó / los sigo queriendo mogollón / pero pasó la etapa // menos a mis …";"no";;;;;
"SCOM_M13_008";"7/7/09";"España";"riendo";"… de coche / de ir por toda España / recorriendo toda España y cosas así / después estuvimos …";"no";;;;;
"SCOM_M21_049";"10/12/10";"España";"riendo";"… boca""/> y <alargamiento/> <silencio/> voy cubriendo aquí // y luego también darte un formulario …";"no";;;;;
"SCOM_M21_049";"10/12/10";"España";"riendo";"… me miró me dijo / R. a lo mejor te estoy aburriendo <simultáneo> con esto </simultáneo> I: …";"no";;;;;
"SCOM_M22_029";"12/4/11";"España";"riendo";"… lo demás se aprende es aprendizaje / y ¿queriendo aprender? / bueno / es que eso está eso está …";"no";;;;;
"SCOM_M31_037";"27/4/09";"España";"riendo";"… de campo lo que pasa que claro vas descubriendo otras cosas // te das cuenta que en el campo …";"no";;;;;
"SCOM_M33_005";"9/1/10";"España";"riendo";"… E: <simultáneo> no / como me estoy riendo / como los cierro <risas = ""E""/> …";"si";"si";"no";"gerundio";"animado";"no_reflexiva"
"SCOM_M33_005";"9/1/10";"España";"riendo";"… mira / marché / pero es que <entre_risas> corriendo como una loca </entre_risas> / <cita> ¡ay …";"no";;;;;
"SCOM_M33_005";"9/1/10";"España";"riendo";"… hasta la noche uuu! </cita> / tal / corriendo corriendo como una loca / y era que que habí …";"no";;;;;
