"Clave";"Fecha";"Pais";"Forma";"Texto";"Valido";"Reflexivo";"Complemento_de";"Aspecto_verbal";"Sujeto";"Perifrasis"
"MADR_H21_020";"23/2/09";"España";"rio";"… / al final ya encontraron esto // el ministerio le<alargamiento/>s <vacilación/> les dio …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… de uhum // I: este año iba a hacer el superior pero me dijeron que<alargamiento/> no había …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… que andar / lo mínimo / dos kilómetros diarios // y a mi madre también se lo ha dicho …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… I: <simultáneo> pues son </simultáneo> muy serios son muy<alargamiento/> / son eh un chico y …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… chica muy serios ya E: uhum / cuéntame cómo …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… claro </simultáneo> I: pero es que fue curioso porque el día anterior a mi cumpleaños // …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… ¿dónde te lo comprarías? / I: por este barrio E: ¿hm? / <simultáneo> ¿y cómo? …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… pue<alargamiento/>s // de uno o dos dormitorios me conformo // un poco más pequeño del que …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… dos <vacilación/> uno o dos dormitorios un / salón más pequeño o sea<alargamiento/> …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… E: uhum I: piso interior también porque<alargamiento/> así no oigo …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… ¿mejor? / ¿te gusta más el <simultáneo> interior? </simultáneo> I: <simultáneo> interior …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… antes de morir pues tuvo varios infartos y E: ¿sí? / cuéntame eeh / vamos …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… I: mm / sí / E: ¿sí? / I: era muy serio pero sí E: ¿sí? // ya<alargamiento/> / …";"no";;;;;
"MADR_H21_020";"23/2/09";"España";"rio";"… sí E: hm I: luego ya le llevamos al tanatorio E: llevasteis al tanatorio // hm …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… el trato<alargamiento/> digamos casi diario por supuesto que no pero a<alargamiento/> / …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… eeh vamos a hablar un poco del barrio ahora // eeh / ¿desde cuándo llevas viviendo …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… este<alargamiento/> en este barrio? I: desde lo<alargamiento/>s diez años / …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… E: cuéntame un poco cómo era antes el barrio y cómo es ahora / I: bueno antes …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… bueno pues eeh // se está este barrio siempre ha sido un barrio de personas muy …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… y ¿ha ido ha venido mucha gente nueva al barrio? // I: s<alargamiento/>í / sí ha venido …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… no he compartido mucho la vida de barrio ¿no? pero // hh / hm<alargamiento/> mm …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… del ba <palabra_cortada/> de este barrio? // I: el aparcamiento <silencio/> no te …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… </simultáneo> problemático? I: ¿en este barrio? n<alargamiento/>o / no / es una …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… coche / ¿no? // y<alargamiento/> es un barrio con m <palabra_cortada/> / …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… directamente y te tienes que ir fuera del barrio / para aparcar pero intentar aparcar es …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… ambiente con música alta / nada / es un barrio tranquilo E: ¿sí? / ¿delincuencia / hay? // …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… I: no yo diría que no que es un barrio seguro ¿no? / ves alguna cosa pero bueno yo …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… entiendo o diría que es un barrio<alargamiento/> / seguro E: hm / ¿tú has …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… ¿qué <vacilación/> qué cambiarías de este barrio? <ruido = ""golpes ""/> / ¿poco? <silencio/> …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… = ""16:00""/> pues en principio de este barrio yo creo que <vacilación/> que sí / …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… me imagino que será injusto para el propietario de la / del terreno E: hm I: porque ahí …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… el<alargamiento/> <vacilación/> / el barrio ¿no? / E: hm / I: hh cambiar el barrio en …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… no es mi primera experiencia como propietario y // y es algo importante ¿no? / <ruido = …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… porque t <palabra_cortada/> ser propietario de una empresa es<alargamiento/> estar …";"no";;;;;
"MADR_H22_026";"16/3/11";"España";"rio";"… sé entonces / por eso casi todos los propietarios pequeños propietarios no tienen casi nada a …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… / también bajita así que tenía un patio interior que tenía una<alargamiento/> / un emparrado …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… sitio ¿no? ya<alargamiento/> más en un barrio mucho más periférico de Madrid y había una …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… un poco de <ruido = ""carraspeo""/> de tu barrio / ¿cómo es? / I: hh ts ¿mi barrio? // ts …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… pues mi barrio es muy heterogéneo porque<alargamiento/> …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… especial es u<alargamiento/>na parte del barrio que está un poco apartada …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… manera muy rápida ¿no? // hh pero es un barrio<alargamiento/> que<alargamiento/> / que yo …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… principio<alargamiento/> que vive en el barrio pues también es bastante agradable // es un …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… comunitarias entre <vacilación/> en el barrio? ¿de vecinos? ¿vecinales? I: ts sí yo creo …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… van a un colegio también del barrio y<alargamiento/> la gente eso es un ts …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… y de establecer relaciones con gente del barrio ¿no? gente que que tú directamente pues no …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… al principio / al principio / quiero decir varios años del principio // mmm ni te …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… E: y<alargamiento/> y el <vacilación/> el barrio de lo que estábamos hablando eeh <ruido = …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… de ventajas / y ¿y los inconvenientes del barrio? // aparte de el de ser del centro ¿tiene / …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… y y problemas / que pueda tener el barrio<alargamiento/> I: <silencio/> hh …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… muchos </simultáneo> problemas no? I: curiosamente no E: bueno pues dime dónde es …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… / un control de<alargamiento/> horario de aparcamiento y que tienes que sacar un …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… y que si<alargamiento/> / te pasas del horario que has contratado con el ticket pues tienes …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… / es que antes también he vivido en otro barrio que se llama Prosperidad ¿no? / E: uhum I: …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… = ""carraspeo""/> // y es un barrio<alargamiento/> / que para mí<alargamiento/> …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… mucho encanto porque<alargamiento/> es un barrio pues que tú paseas mucho por el barrio y ahí …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… en el edificio han robado en varios pisos ¿no? // pero no a nosotros nunca nos …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… mejor la zona y un poco fuera más disuasorio para que<alargamiento/> / los jóvenes …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… no<alargamiento/> no sé muy bien si es necesario un parque de esas / características que esté …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… el dis <palabra_cortada/> <vacilación/> barrio de Salamanca pues siempre / he estado aunque …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… en Prosperidad pero también es un barrio colindante / justo ¿no? // entonces el …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… tanto en ellas ¿no? pero que a posteriori hemos visto que<alargamiento/> / que …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… un<alargamiento/> un concurso extraordinario E: uhum I: para consolidarlas / E: ¿y …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… a una plaza en lo que era el antiguo territorio del <siglas = [insálud – “Instituto Nacional …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… // es un concurso denominado extraordinario y lo pactó el antiguo el anterior ministerio …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… particular ¿no? // hh eeh el sistema sanitario<alargamiento/> / no es<alargamiento/> un …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… uhum </simultáneo> I: de servicios sanitarios que no son públicas ¿no? / hh / por lo …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… tendrás que eeh pasar la <vacilación/> el periodo de universidad pues lo tendrás que …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… más puestos de trabajo allá donde sean necesarios / hh las dos cosas eh porque yo creo que …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… que hay que<alargamiento/> establecer criterios de eficiencia<alargamiento/> y …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… / que se vaya de las manos y que / los criterios economicistas / se<alargamiento/> vicien …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… verdad que trabaja mucho en el medio sanitario E: uhum // I: también // E: háblame de …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… especie de / de grupo diferente ¿no? // curiosamente hoy vamos a cenar / a casa de / uno …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… I: <simultáneo> ts eso es muy curioso </simultáneo> y eso es una reflexión / que …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… mismo también gente que he conocido con posterioridad y que no forma parte de ningún grupo / …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… es de ahora de pasar con / de pasar al paritorio y<alargamiento/> yo estaba totalmente …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… ¿no? tal que / esa es la puerta del paritorio y yo estaba ahí ¿no? / entonces las las …";"no";;;;;
"MADR_H23_033";"27/2/08";"España";"rio";"… pequeñas a lo mejor ha habido un periodo en que lo hemos hecho menos pero …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… <vacilación/> me dedicó el periódico del barrio se enteraron // yo no lo sabía // y me …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… de mi trabajo / E: trabajo / ¿aquí en el barrio? I: en el<alargamiento/> <vacilación/> la …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… sí / fue cosa del<alargamiento/> // del periodista claro que no tiene nada de particular …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… equivocar // todos somos humanos E: los periodistas<alargamiento/> / muchas …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… en<alargamiento/> estos años pues en el barrio ha sido<alargamiento/> / pues mmm …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… / ninguna mala yo no tengo del barrio nada más que / buena<alargamiento/> mm …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… / cincuenta y tres años felices en el barrio / E: <ininteligible/> / ¿nació aquí en …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… el otro día felicité a una persona del barrio / que coincide / que<alargamiento/> / cumple …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… <vacilación/> en el trabajo / curiosísimo<alargamiento/> / y muchas / muchas …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… <vacilación/> ha cambiado mucho el barrio? / I: el barrio ha cambiado pero / guarda …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… / mmm / un sabor especial yo fuera del barrio me siento incómodo E: ¿sí? I: es increíble …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… con la cuestión de la amistad / sino el barrio en sí / el barrio inclusive / eeh yo he …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… ¿qué le voy a decir? / ordenanzas del ministerio / eeh eeh eeh empleados de <vacilación/> de …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… precisamente E: no digo digo dentro del barrio / <simultáneo> dentro de </simultáneo> I: …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… no no no </simultáneo> no no ¡hombre! el barrio ha cambiado porque ha cambiado / eeh …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… E: <simultáneo> sí </simultáneo> I: más barrio / Salamanca / <simultáneo> hoy </simultáneo> …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… / y claro / al incluirnos en el barrio Salamanca nos elevaron de categoría / es …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… yo / soy un enamorado del <simultáneo> barrio </simultáneo> E: <simultáneo> barrio …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… <cita> yo no paro hasta que no vuelva al barrio </cita> / y así / y ya llevo treinta y ocho …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… de treinta y nueve viviendo aquí en el barrio E: sí I: en el barrio / en la calle A …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… <vacilación/> / y sobre lo que dices del barrio pues hombre sí / eeh yo he conocido / frente …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… se daba antes E: hm hm I: que es muy curioso claro / pero el masaje que ahora / …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… las trajo / de la peluquería anterior vamos no de la peluquería porque / …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… con las manos abiertas / y nada más // curiosísimo curiosísimo / y luego pues se le te …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… usted fuera alcalde / ¿cambiaría algo del barrio? / I: ¿del barrio? // pues no sé hombre …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… / para ponerle defectos // para mí el barrio no tiene más que virtudes // pff / claro …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… I: no no aquí no este barrio es muy tranquilo ¡hombre! no quiere decir …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… muy mal parado ¿no? I: pero fuera del barrio // esa me la quitaron en el trozo / …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… / los Nuevos Ministerios / y la Plaza de Castilla // y cuando llegué …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… E: <simultáneo> usted </simultáneo> I: barrio de Salamanca al cielo a mí me tienen que …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… / que he visto más orgullosa de su barrio <simultáneo> y está </simultáneo> I: …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… aquí / porque si no hay que irse al barrio la Concepción / pero bueno / es que no hay …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… por ahí </cita> digo <cita> y aquí en el barrio de Salamanca / ¿a ver <simultáneo> dónde? …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… en un </simultáneo> sorteo ordinario / <ruido = ""chasquido lengua""/> // …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… ordi <palabra_cortada/> <vacilación/> ordinario // y entonces pues claro mi madre cambió las …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… lo que yo considerase necesario / lo demás para mis hijas y mis nietas // …";"no";;;;;
"MADR_H31_037";"29/1/09";"España";"rio";"… <vacilación/> ganamos / a las / del año anterior / vencedoras del Oso y del Madroño // y …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… tutear a las personas a priori <énfasis> nunca </énfasis> / creo que es …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… u <palabra_cortada/> <vacilación/> unos criterios eh / pues de<alargamiento/> / unos …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… / mmm no sé de honestidad / superiores a los que yo <simultáneo> tengo …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… / unas posibilidades eeh de criterios eeh mucho más fuertes aun siendo niño E: …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… terrible // E: ¿hay mucho problema en el barrio? en <vacilación/> en concretamente en el …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… barrio </simultáneo> I: <simultáneo> no …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… E: de Salamanca? I: no yo en el barrio de Salamanca aah no creo que<alargamiento/> …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… hacemos un término comparativo con otros barrios / donde<alargamiento/> donde los niveles / …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… evidentemente<alargamiento/> creo que hay barrios marginales donde / el problema de la droga …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… aquí e<alargamiento/>n <simultáneo> en el barrio? </simultáneo> I: <tiempo = ""15:56""/> …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… ¿en el barrio? </simultáneo> ¿me comenta? yo creo que hay …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… cosas eeh I: en <simultáneo> nuestro barrio </simultáneo> E: <simultáneo> ¿hay aquí? …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… I: <tiempo = ""17:12""/> en nuestro barrio no hay una<alargamiento/> no no no en …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… barrio no hay una<alargamiento/> / una incidencia …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… la coca-cola entre<alargamiento/> varios amigos y compramos el<alargamiento/> <ruido …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… es mi opinión creo que en el barrio no hay una<alargamiento/> <vacilación/> una …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… a las diez y media de la noche / en el barrio de Salamanca que antes / eeh bueno pues …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… la gente salía a la calle antes / en el barrio de Salamanca antes la gente salía a la calle …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… de la noche // está <sic> toda </sic> el barrio de Salamanca / borrado del mapa o sea no te …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… E: <simultáneo> hm </simultáneo> I: barrio mi zona / o en Conde de Peñalver …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… helado / hoy en día ya no eso eso en el barrio Salamanca ha desaparecido total y …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… mucho en casa / mi mi hijo o sea es veterinario mi hija traba <palabra_cortada/> mi nuera …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… opinar / eeh / yo recuerdo que en el barrio de<alargamiento/> de mi<alargamiento/> de mi …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… cuando éramos novios eh / en el barrio Chamberí pues bueno aquello …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… un sentimiento evidentemente / si es necesario de ayuda E: hm hm I: está claro ¿no? / o …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… quedé además // a mí me tiraba un poco el barrio ¿no? yo había sido<alargamiento/> allí niño …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… y y bueno ¡pues bien! eeh me gustaba el barrio me gustaba había un / eeh …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… era / a mí me gustaba el barrio / me encantaba / E: y<alargamiento/> ¿cómo …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… setenta metros más o menos / interior claro entonces me puse así con él yo estaba …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… I: ¿el actual? E: sí I: tiene tres dormitorios dos baños / una cocina muy hermosa …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… I: eeh han nacido eeh sí sí en el barrio / ¡bueno no! ¡en el barrio no! efectivamente …";"no";;;;;
"MADR_H32_043";"3/5/11";"España";"rio";"… de la sala del <cita> partitorio </cita> que un señor se me acercó y me dijo …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… l <palabra_cortada/> los superiores y demás por supuesto // E: sí I: …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… E: hm I: <tiempo = ""6:17""/> anteriormente sociedad madrileña de tranvías // y en …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… I: <simultáneo> sí sí </simultáneo> E: operarios los obreros se iban a<alargamiento/>? I: …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… yo en que he tenido que confeccionar // varios planos de<alargamiento/> de Madrid E: de …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… en fin tengo / cosas más o menos curiosas / sobre todo eso ¿sabes? E: ahora …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… eeh / que tenía<alargamiento/> tres dormitorios <silencio/> casa nueva / pero claro no …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… / tiene<alargamiento/> dos dormitorios / el <vacilación/> el venirnos aquí ha sido …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… que estábamos allí en N / con cuatro dormitorios / un salón grande de dos terrazas / dos …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… que sí / es que no echo de menos ¡es curioso eso eh! lo hemos comentado nosotros y más …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… piensa que<alargamiento/> el Barrio de Salamanca <silencio/> l<alargamiento/>as …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… / del tipo de gente de hace unos años del barrio de Salamanca / a lo que que <vacilación/> …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… eeh / ¿se ha modificado mucho el barrio? I: ts no puede tener muchas modificaciones …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… dejan tirar una casa de<alargamiento/>l Barrio de Salamanca E: hm I: en última instancia …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… Renault </extranjero> I: sí pero anterior a la <extranjero> Renault </extranjero> / …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… pero bueno como<alargamiento/> como tal barrio de Salamanca / los cambios son mínimos / …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… // de que claro e <vacilación/> es un barrio pues que <vacilación/> que no se puede tocar …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… ¿se echa en falta algo en el barrio? // eeh ¿hay algunas carencias? // I: …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… sí sí </simultáneo> / pues eso el barrio de Salamanca / claro / E: imagínate por un …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… / ¿qué<alargamiento/> qué harías en el barrio de Salamanca? // I: pues eeh de momento …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… tal barrio // no puedo cambiar gran cosa / pero sí lo …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… claro / total / y nada / luego el comisario // pue<alargamiento/>s / me dijo …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… estaría gracioso tal </cita> y dice el comisario <cita> no sea usted tonto cójalo …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… / el bacalao está desalado del día anterior E: ¿el bacalao qué es / en lomos o en …";"no";;;;;
"MADR_H33_049";"6/9/07";"España";"rio";"… el pu <palabra_cortada/> por la parte exterior / que era el trofeo de navidad / que eso …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… <silencio/> E: y vives en el barrio de Salamanca ¿no? I: sí <ruido = ""claxon""/> …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… gente má<alargamiento/>s o sea de edad superior a la mía suelo hablar de usted / sí / yo sí …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… bueno de grado medio no es de grado superior / es que yo dejé de estudiar // …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… // y al final pues ya me lo tomé en serio y dije <cita> bueno / por lo menos …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… bueno / yo me acuerdo que fui a un herbolario // y<alargamiento/> me cogió la chica y me …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… sigues / y tienes la cocina // el dormitorio de mis padres mi habitación y al fondo el …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… eh ¿has notado algún cambio en el barrio desde que tú eras pequeña hasta ahora? // …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… / además es que soy <énfasis> muy friolera </énfasis> / <risas = ""E""/> y entonces …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… pasado algo así grave // por aquí por el barrio últimamente? // I: por aquí por el …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… aquí / de todas formas es que este es un barrio tranquilo / dentro de lo que cabe tenemos …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… de pájaros // entonces / perdió el equilibrio y se agarró a los cables / entonces tuvo una …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… ""I""/> / y me llenaría <entre_risas> ocho armarios </entre_risas> <risas = ""E""/> de ropa de …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"rio";"… de un pueblo de Sevilla un barrio marginal / que eran diez hermanos / y la …";"no";;;;;
"MADR_M12_010";"12/12/13";"España";"rio";"… lo que estoy estudiando es una escuela superior de diseño // en España como<alargamiento/> …";"no";;;;;
"MADR_M12_010";"12/12/13";"España";"rio";"… como<alargamiento/> estudios universitarios / entonces es una<alargamiento/> enseñanza …";"no";;;;;
"MADR_M12_010";"12/12/13";"España";"rio";"… / el mismo nivel que unos estudios universitarios E: uhum I: <tiempo = ""02:14""/> pero aquí …";"no";;;;;
"MADR_M12_010";"12/12/13";"España";"rio";"… pues diseño </simultáneo> de interiores / es como<alargamiento/> una especie …";"no";;;;;
"MADR_M12_010";"12/12/13";"España";"rio";"… de<alargamiento/> arquitectura de interior o sea no es decoración es / por ejemplo …";"no";;;;;
"MADR_M12_010";"12/12/13";"España";"rio";"… / esto sí </cita> por ejemplo en el monasterio de El Escorial que se estropea / una piedra …";"no";;;;;
"MADR_M12_010";"12/12/13";"España";"rio";"… / el<alargamiento/> <vacilación/> el interior E: uhum I: el interior / E: ¿y …";"no";;;;;
"MADR_M12_010";"12/12/13";"España";"rio";"… que<alargamiento/> / que es muy contradictorio porque en esta carrera que <simultáneo> es …";"no";;;;;
